Model,Cohesiveness,HITId,WorkTimeInSeconds,Input.audio_url
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,339,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,562,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,23,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,278,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,16,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,208,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,36,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,339,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,227,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,166,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,10,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,507,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,119,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,246,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,17,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,21,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,66,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,88,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,232,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,212,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,305,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,551,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,22,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,84,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,205,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,161,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,25,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,255,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,462,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,32,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,107,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,97,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,185,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,57,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,97,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,35,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,30,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,368,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,142,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,61,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,83,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,130,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,18,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,32,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,305,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,394,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,55,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,17,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,466,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,175,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,30,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,76,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,18,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,18,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,28,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,205,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,83,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,14,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,29,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,72,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,151,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,2,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,119,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,171,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,335,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,14,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,29,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,289,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,34,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,243,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,2,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,26,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,175,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,321,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,44,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,260,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,395,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,44,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,23,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,15,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,377,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,165,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,571,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,190,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,311,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,22,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,47,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,13,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,23,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,11,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,35,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,141,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,2,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,97,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,82,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,263,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,38,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,471,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,24,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,14,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,17,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,50,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,30,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,404,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,281,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,53,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,131,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,319,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,27,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,163,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,22,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,49,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,163,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,232,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,277,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,15,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,435,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,402,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,366,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,35,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,107,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,163,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,184,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,24,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,305,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,475,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,3,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,18,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,5,3ZFRE2BDQ9EUBVZ790VOCYA0D3MZX0,273,https://music-survey-files.s3.amazonaws.com/audio/h3d9ded4fe5ce24c11bf6a4ae36e703e08.mp3
CHiMP-Order3,4,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,135,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,3,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,199,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,3,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,411,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,3,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,86,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,3,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,498,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,4,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,31,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,4,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,13,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,4,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,21,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,4,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,386,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,2,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,21,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,4,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,76,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,5,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,21,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
CHiMP-Order3,3,37ZQELHEQ0YP0UMKS5IL6UNTWLUMNM,73,https://music-survey-files.s3.amazonaws.com/audio/h3f4d131d2a928470d9b75b6c50f2759c1.mp3
